309;4175;37887;
464;4021;40361;
464;8041;72218;
2165;22113;235673;
309;2628;25051;
11907;187580;5332354;
309;3093;29691;
309;3402;34330;
464;7886;45619;
464;4330;42217;
47166;579442;15170194;
44537;542792;14036825;
464;4330;43300;
1391;14072;146909;
1008;11473;110958;
1237;12047;124778;
1618;29808;208677;
4249;42490;492111;
321655;3364848;33012287;
464;4639;46547;
24743;250056;2166221;
464;5103;50877;
